ind Trait1 Trait2 Trait3 Trait4 Trait5
1 -0.898800032150587 -0.961748105831754 0.78213330750015 -0.358241758962006 0.0703850573903366
2 -0.180738600213331 -1.82718355412446 0.828196970997351 -0.33412351555805 -0.513749810343407
3 -1.68643926774336 -0.0922275218776742 -0.0373696385227457 0.332643652377225 -0.315954888842106
4 1.68805690923751 0.0345340861011521 -0.0618614605344861 0.0408473274146747 0.0248292715047092
5 0.880781305679129 0.293674321966872 0.321891840669188 -1.02299958353979 -0.24056431893253
6 0.194381782153572 -0.768208439235774 0.362722264821396 0.32755714528408 -0.350641379269193
7 0.422493993924593 1.26797311851893 0.729830726003257 -0.959601766260659 -1.5652074745793
8 -0.148596233043566 -0.797906944379994 0.899936791440656 -0.668782370278262 1.22709919363669
9 -0.813277215957939 -0.0332320640034654 -0.985806423107412 -1.87483411988269 1.31263165912362
10 0.370277651891952 0.552558237608896 0.252640457620457 -1.0488006204303 0.300644997187566
11 1.18066001089652 -0.222337364977768 -0.304325209308768 0.0203623443078262 -1.09893315670585
12 -0.938720526122833 0.701161404304371 -0.0267495023112499 0.864764809925306 0.67234283233555
13 0.453198151004383 -1.47025481252216 -0.354252545646061 -1.08305246026054 0.123607197989013
14 0.523298304927859 -0.710568769851 -1.75604997560419 2.50656754788106 -1.48969747128928
15 0.358843692625023 1.89575725045285 0.241665414628428 -0.538681485067545 0.36732249016323
16 -0.995348235989852 -1.25837442985113 0.810796560722735 0.467709117502962 0.385912745795572
17 -1.68128549450126 0.168329633319715 0.374078039876001 0.390111592960626 -1.83212330241286
18 -0.118679474090096 -0.605790007164985 -1.31335137479703 -0.139762405759066 0.0353416782159454
19 -0.851721077013314 -0.684040906567746 -0.847730548330868 -0.0497302603911449 1.00552665404692
20 1.10173820866042 -1.68110165277562 -1.69151201076871 0.528849258355582 -1.47111846162105
21 0.478334782373564 -0.160367759687799 -1.66028469209533 1.77157856634314 -1.95817561660351
22 0.953567031565924 -0.346893941506916 0.718143880439338 -0.592965226544038 -0.11000553193398
23 -0.591167344769651 1.39975201851165 0.742726305616976 -0.279178509484707 -1.15543999763007
24 -0.6408230860567 0.306200657849817 0.378772345839806 -1.53888257871404 0.453421725740111
25 0.95823082720727 -0.469983047119957 0.235407180021373 -2.11144117485624 -0.293110055136762
26 1.29235932536669 0.961727032341753 0.70320173389299 -0.801727172482417 0.370788944788369
27 0.557087829646619 0.390360590259654 0.337054700122152 -1.28085177793042 -1.28612984715241
28 -0.813019304205303 0.710439219873908 -0.622498796307878 -0.00604406580099764 0.197197050268401
29 -0.072392305746215 -1.23571330106737 -0.13476941862055 0.502881573888349 0.283407183871086
30 -0.897842575590568 0.858449297851863 -0.763310498377118 -0.449511079170282 -0.398519077960222
31 0.0638604848684401 0.587441289119541 0.754264596877963 -0.0627595684484531 -0.551705640291882
32 1.13173023775458 0.938247127939863 -0.321134579077676 -0.236494230542738 0.807554163988221
33 0.51940027649064 1.58310766394379 1.87585214730604 0.4719067022532 0.00141206869578343
34 0.34368642417585 0.693990790137799 -1.01396255367913 -1.25263229801932 0.333314937179014
35 -0.0330570262455096 0.0899676024421029 -0.000480601599775039 0.878218598200322 0.883476065702347
36 0.552491739564273 0.489056584532228 -0.831615579438145 -0.106952540140288 -0.115840166699122
37 0.526137931549851 0.218613305182726 1.60301251904754 0.707187559319795 0.372960923044131
38 1.22738542301375 -0.375578991031333 1.80055649773772 0.558014797242828 -0.104233147283565
39 1.96927169590972 0.751107288189602 -1.73024471942388 1.44004215088886 -1.2882598484541
40 0.253770640462922 0.759759524860902 1.6941111927809 -1.73743546903934 -1.20014334544249
41 0.606697799364363 -0.369800105809635 -0.446138456682376 -0.664356712299074 -0.28980416181314
42 0.139514719748491 0.621967713408993 0.187712404240242 2.32596699773264 0.00872238107971695
43 -1.38086086210441 -0.50055455665619 -0.911041533021733 0.0962165751574728 0.438980363856739
44 0.814492801280995 1.28555451767585 0.450567290552527 0.518427553630754 -0.865446247995967
45 0.0865334313472522 1.97072303682055 0.0504771828870021 0.339079355253596 1.49979570442408
46 0.396677492066668 0.483335055374897 0.202723943831791 -1.33574398435241 -0.6826177713911
47 -2.02772711815931 -0.265992778159216 -0.532357427192572 0.204525109427784 1.39011853486101
48 -1.28829930505632 -0.274974723375268 0.946736918784967 -1.43071486284145 -1.18466934055093
49 -0.491314230367272 0.226980823375255 -0.852447217918179 0.505060707574926 -0.650307469115087
50 0.177325660098557 -0.623722519352985 0.900152768890785 1.43358933778445 0.307431026550966
51 1.02377347641588 0.75103012050132 -1.65106084903142 -0.195254534448939 -1.28227681232354
52 -0.181182637149673 0.7011191860198 0.15107259076692 0.840299782678374 -0.812787650601005
53 -0.440709140501942 -0.396640397522617 2.12475373304265 0.1346889310521 -0.804929369948825
54 -0.244981419947834 1.02155819913368 -2.06806741943923 -0.951916282796678 1.17979695900005
55 0.0986430266617924 -0.577696730344367 -1.95447597777502 1.36675619529662 2.2373444752347
56 -1.17631462258098 -0.26464325130144 1.58146009786856 0.219252996084444 0.836188862206536
57 -0.0913429151366647 -0.795825126991202 -0.507302785450675 1.18236041177236 -0.810335285384579
58 0.880394859878842 -1.76222786900948 -0.16391980687698 0.034140297510738 -2.08919632325339
59 -1.41239434974469 1.90712385057018 0.131537053909482 0.0877582606525773 0.683269989207384
60 0.38820862728872 -0.701552481355499 1.07153483984025 0.232531209864469 -0.265478422021982
